Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,Referencia de localizacion,Fecha UTC,Hora UTC,Estatus,Mes,Mes_nombre
07/05/2021,20:40:50,3.8,17.816,-101.781,36.2,"31 km al NOROESTE de ZIHUATANEJO, GRO",08/05/2021,01:40:50,revisado,5,mayo
11/09/2017,21:57:36,3.8,15.0065,-93.59,20,"86 km al SUROESTE de PIJIJIAPAN, CHIS",12/09/2017,02:57:36,revisado,9,septiembre
12/06/2019,03:53:38,3.4,16.2272,-98.0352,5.7,"13 km al SUR de PINOTEPA NACIONAL, OAX",12/06/2019,08:53:38,revisado,6,junio
06/07/2022,21:26:38,3.2,16.5532,-98.4805,3.8,"16 km al SUROESTE de OMETEPEC, GRO",07/07/2022,02:26:38,revisado,7,julio
19/12/2004,23:35:18,4.4,17.13,-94.94,133,"30 km al NORESTE de MATIAS ROMERO, OAX",20/12/2004,05:35:18,revisado,12,diciembre
19/07/2019,13:18:25,3.1,31.543,-114.665,3.9,"59 km al NORESTE de SAN FELIPE, BC",19/07/2019,18:18:25,revisado,7,julio
29/09/2024,22:12:03,3.2,29.16,-113.66,5,"139 km al NORESTE de GUERRERO NEGRO, BCS ",30/09/2024,04:12:03,verificado,9,septiembre
02/04/2020,14:56:26,3.8,17.7952,-98.6188,54.5,"28 km al NORTE de TLAPA, GRO",02/04/2020,20:56:26,revisado,4,abril
26/04/2024,07:47:06,3.5,20.44,-104.07,31.5,"13 km al SUR de AMECA, JAL ",26/04/2024,13:47:06,verificado,4,abril
14/07/2018,06:39:15,3.5,16.1493,-95.5312,74.2,"36 km al OESTE de SALINA CRUZ, OAX",14/07/2018,11:39:15,revisado,7,julio
19/05/2024,10:11:24,3.9,28.02,-112.3,7.8,"76 km al NORTE de SANTA ROSALIA, BCS ",19/05/2024,16:11:24,verificado,5,mayo
12/08/2022,18:55:42,1.2,22.7983,-102.574,2,"3 km al NORTE de ZACATECAS, ZAC",12/08/2022,23:55:42,revisado,8,agosto
16/10/2019,08:56:22,3.4,16.42,-97.83,3,"25 km al NORESTE de PINOTEPA NACIONAL, OAX",16/10/2019,13:56:22,revisado,10,octubre
27/06/1989,21:44:58,3.8,17.08,-94.72,21,"41 km al NORESTE de MATIAS ROMERO, OAX",28/06/1989,03:44:58,revisado,6,junio
19/06/1992,14:35:39,4.3,14.4,-93.81,70,"152 km al SUROESTE de MAPASTEPEC, CHIS",19/06/1992,20:35:39,revisado,6,junio
18/12/2024,22:37:37,3.2,17.445,-94.662,133.5,"58 km al SURESTE de SAYULA DE ALEMAN, VER ",19/12/2024,04:37:37,verificado,12,diciembre
06/08/2020,11:58:05,3.4,15.8893,-96.9088,5,"17 km al ESTE de PUERTO ESCONDIDO, OAX",06/08/2020,16:58:05,revisado,8,agosto
18/08/2023,02:29:06,3.3,27.8845,-111.723,5,"81 km al NORESTE de SANTA ROSALIA, BCS",18/08/2023,08:29:06,revisado,8,agosto
02/03/2021,02:56:03,3.8,16.561,-94.6938,54.1,"17 km al NORESTE de UNION HIDALGO, OAX",02/03/2021,08:56:03,revisado,3,marzo
05/06/2024,20:21:30,3.9,17.11,-94.14,151.2,"64 km al NOROESTE de CINTALAPA, CHIS ",06/06/2024,02:21:30,verificado,6,junio
12/10/2010,03:55:15,4.2,17.2,-101.13,14,"40 km al SURESTE de PETATLAN, GRO",12/10/2010,08:55:15,revisado,10,octubre
16/07/2019,04:50:22,3.9,14.519,-92.9388,15.7,"85 km al SUROESTE de TAPACHULA, CHIS",16/07/2019,09:50:22,revisado,7,julio
02/07/2009,19:13:51,3.5,16.84,-99.38,14,"5 km al NORTE de SAN MARCOS, GRO",03/07/2009,00:13:51,revisado,7,julio
16/05/1999,05:11:23,4.8,13.51,-92.93,60,"154 km al SUROESTE de CD HIDALGO, CHIS",16/05/1999,10:11:23,revisado,5,mayo
29/01/2020,04:45:15,3.5,15.1875,-92.997,99.6,"30 km al SUROESTE de MAPASTEPEC, CHIS",29/01/2020,10:45:15,revisado,1,enero
09/05/2022,21:56:02,3.4,16.9508,-100.136,13.1,"8 km al SUROESTE de COYUCA DE BENITEZ, GRO",10/05/2022,02:56:02,revisado,5,mayo
19/12/2018,23:53:17,3.7,15.5015,-94.8412,62.6,"84 km al SURESTE de SALINA CRUZ, OAX",20/12/2018,05:53:17,revisado,12,diciembre
07/05/2021,03:04:42,3.6,20.316,-105.157,4.1,"34 km al SUR de PUERTO VALLARTA, JAL",07/05/2021,08:04:42,revisado,5,mayo
29/09/2017,03:42:38,3.6,16.4165,-95.2132,99.3,"10 km al NORTE de S BLAS ATEMPA, OAX",29/09/2017,08:42:38,revisado,9,septiembre
26/06/2014,04:15:23,4,14.173,-93.2607,10,"132 km al SUROESTE de CD HIDALGO, CHIS",26/06/2014,09:15:23,revisado,6,junio
17/10/2015,07:35:20,3.6,14.9822,-92.8448,85.4,"44 km al SUROESTE de HUIXTLA, CHIS",17/10/2015,12:35:20,revisado,10,octubre
25/04/2024,03:43:51,3.7,15.28,-94.88,15,"105 km al SURESTE de SALINA CRUZ, OAX ",25/04/2024,09:43:51,verificado,4,abril
28/08/2023,02:47:24,3.4,27.7488,-111.811,16.5,"64 km al NORESTE de SANTA ROSALIA, BCS",28/08/2023,08:47:24,revisado,8,agosto
06/08/2018,05:03:20,3.7,15.7647,-93.8282,82.4,"36 km al SUR de TONALA, CHIS",06/08/2018,10:03:20,revisado,8,agosto
23/09/2011,07:06:05,3.4,16.73,-99.73,12,"24 km al SURESTE de ACAPULCO, GRO",23/09/2011,12:06:05,revisado,9,septiembre
24/04/2023,17:31:28,3.6,18.132,-103.227,12.8,"72 km al SUR de COALCOMAN, MICH",24/04/2023,23:31:28,revisado,4,abril
24/09/2022,00:35:48,3.5,18.0832,-103.248,4.7,"77 km al SUR de COALCOMAN, MICH",24/09/2022,05:35:48,revisado,9,septiembre
25/05/2019,12:14:18,3.6,17.4623,-100.897,30.3,"39 km al NOROESTE de TECPAN, GRO",25/05/2019,17:14:18,revisado,5,mayo
22/05/2020,05:19:46,3.8,14.3648,-92.8432,16,"82 km al SUROESTE de CD HIDALGO, CHIS",22/05/2020,10:19:46,revisado,5,mayo
20/10/2018,05:08:16,3.9,15.4497,-94.959,19,"85 km al SURESTE de SALINA CRUZ, OAX",20/10/2018,10:08:16,revisado,10,octubre
11/06/2021,04:42:55,3.7,19.514,-102.187,15,"12 km al NOROESTE de NSJ PARANGARICUTIRO, MICH",11/06/2021,09:42:55,revisado,6,junio
19/04/2011,18:18:16,3.8,15,-92.79,89,"38 km al SUROESTE de HUIXTLA, CHIS",19/04/2011,23:18:16,revisado,4,abril
09/04/2022,19:52:30,3.5,27.3008,-111.734,10,"53 km al ESTE de SANTA ROSALIA, BCS",10/04/2022,00:52:30,revisado,4,abril
27/12/2021,12:07:56,4.2,29.839,-113.569,8.4,"164 km al SUR de PUERTO PEÑASCO, SON",27/12/2021,18:07:56,revisado,12,diciembre
27/08/2015,00:28:38,3,17.4715,-101.266,15,"7 km al SUR de PETATLAN, GRO",27/08/2015,05:28:38,revisado,8,agosto
27/11/2005,07:50:17,4.4,17.85,-95.03,152,"8 km al SUROESTE de SAYULA DE ALEMAN, VER",27/11/2005,13:50:17,revisado,11,noviembre
04/03/2019,19:03:59,3.7,16.8455,-96.2615,51.8,"26 km al SURESTE de TLACOLULA, OAX",05/03/2019,01:03:59,revisado,3,marzo
03/04/2020,04:26:34,3.1,19.4628,-104.315,39.6,"20 km al SURESTE de CASIMIRO CASTILLO, JAL",03/04/2020,10:26:34,revisado,4,abril
24/04/2015,03:57:19,3.6,16.084,-97.1137,42.4,"25 km al NORTE de PUERTO ESCONDIDO, OAX",24/04/2015,08:57:19,revisado,4,abril
06/06/2018,21:50:06,4,16.523,-95.468,53.2,"33 km al NOROESTE de TEHUANTEPEC, OAX",07/06/2018,02:50:06,revisado,6,junio
10/10/2018,02:21:06,4.1,17.9922,-97.7122,57.7,"22 km al NORESTE de H HUAJUAPAN DE LEON, OAX",10/10/2018,07:21:06,revisado,10,octubre
13/01/2022,00:47:59,3.6,16.9505,-99.8823,8.4,"9 km al NORTE de ACAPULCO, GRO",13/01/2022,06:47:59,revisado,1,enero
03/12/2019,22:18:12,3.6,18.1052,-103.434,7.5,"80 km al SUROESTE de COALCOMAN, MICH",04/12/2019,04:18:12,revisado,12,diciembre
16/02/2020,04:33:20,3.8,17.3708,-94.383,51.1,"67 km al SUROESTE de LAS CHOAPAS, VER",16/02/2020,10:33:20,revisado,2,febrero
01/11/2014,03:23:59,3.8,16.0583,-98.3108,5.9,"42 km al SUROESTE de PINOTEPA NACIONAL, OAX",01/11/2014,09:23:59,revisado,11,noviembre
30/11/2016,22:43:27,3.6,15.8308,-97.0807,14.3,"4 km al SUROESTE de PUERTO ESCONDIDO, OAX",01/12/2016,04:43:27,revisado,11,noviembre
02/08/2021,22:05:18,3.3,30.1315,-109.341,10,"43 km al SURESTE de NACOZARI DE GARCIA, SON",03/08/2021,03:05:18,revisado,8,agosto
01/08/2018,22:49:21,3.7,16.6978,-95.4668,58.7,"42 km al NOROESTE de CD IXTEPEC, OAX",02/08/2018,03:49:21,revisado,8,agosto
21/06/2020,16:08:34,3.4,16.2977,-98.029,4.4,"5 km al SURESTE de PINOTEPA NACIONAL, OAX",21/06/2020,21:08:34,revisado,6,junio
25/02/2020,05:15:52,3.4,18.5215,-103.27,49,"31 km al SUROESTE de COALCOMAN, MICH",25/02/2020,11:15:52,revisado,2,febrero
20/02/2004,06:31:23,4,16.89,-94.93,98,"12 km al ESTE de MATIAS ROMERO, OAX",20/02/2004,12:31:23,revisado,2,febrero
05/11/2021,19:54:34,3.8,29.8218,-113.782,10,"167 km al SUR de PUERTO PEÑASCO, SON",06/11/2021,01:54:34,revisado,11,noviembre
02/11/2018,17:44:00,3.4,16.4728,-98.5385,29.4,"27 km al SUROESTE de OMETEPEC, GRO",02/11/2018,23:44:00,revisado,11,noviembre
21/01/2018,15:07:05,3.9,15.1475,-94.2862,16,"118 km al SUROESTE de TONALA, CHIS",21/01/2018,21:07:05,revisado,1,enero
31/07/2018,04:14:11,3.7,16.202,-95.2125,28.7,"3 km al NOROESTE de SALINA CRUZ, OAX",31/07/2018,09:14:11,revisado,7,julio
19/03/2018,02:42:39,3.8,15.7287,-95.0518,15,"52 km al SURESTE de SALINA CRUZ, OAX",19/03/2018,08:42:39,revisado,3,marzo
01/04/2016,12:18:24,3.9,14.9478,-93.4605,16.3,"82 km al SUROESTE de MAPASTEPEC, CHIS",01/04/2016,18:18:24,revisado,4,abril
13/08/2020,09:34:02,3.9,15.7423,-96.6007,4,"15 km al OESTE de S PEDRO POCHUTLA, OAX",13/08/2020,14:34:02,revisado,8,agosto
07/03/2022,23:42:51,4,16.8493,-100.042,5,"16 km al OESTE de ACAPULCO, GRO",08/03/2022,05:42:51,revisado,3,marzo
30/12/2003,11:11:47,3.6,21.14,-104.33,16,"12 km al NORESTE de IXTLAN DEL RIO, NAY",30/12/2003,17:11:47,revisado,12,diciembre
28/09/2020,06:13:46,3.3,19.044,-103.833,5.2,"16 km al NORESTE de TECOMAN, COL",28/09/2020,11:13:46,revisado,9,septiembre
25/05/2014,22:05:01,3.7,18.5657,-103.173,6.5,"23 km al SUR de COALCOMAN, MICH",26/05/2014,03:05:01,revisado,5,mayo
14/05/2020,04:54:04,3.6,17.0048,-95.245,112.6,"26 km al NOROESTE de MATIAS ROMERO, OAX",14/05/2020,09:54:04,revisado,5,mayo
02/10/2024,05:27:54,1.7,23.02,-109.75,9.5,"6 km al SUROESTE de SAN JOSE DEL CABO, BCS ",02/10/2024,11:27:54,verificado,10,octubre
15/01/2020,15:16:09,3.1,16.2272,-98.1307,11.8,"15 km al SUROESTE de PINOTEPA NACIONAL, OAX",15/01/2020,21:16:09,revisado,1,enero
26/07/2022,14:12:28,3.1,18.2312,-98.1613,53.8,"12 km al NOROESTE de ACATLAN DE OSORIO, PUE",26/07/2022,19:12:28,revisado,7,julio
18/05/2020,14:40:23,3.6,24.8968,-98.4205,16.1,"27 km al OESTE de SAN FERNANDO, TAMS",18/05/2020,19:40:23,revisado,5,mayo
26/06/2017,18:47:52,3.5,14.8108,-92.6578,89.4,"42 km al SUROESTE de HUIXTLA, CHIS",26/06/2017,23:47:52,revisado,6,junio
07/12/2016,15:54:29,3.8,17.0205,-94.9303,114.6,"20 km al NORESTE de MATIAS ROMERO, OAX",07/12/2016,21:54:29,revisado,12,diciembre
27/07/2022,18:51:13,3.4,18.6613,-103.39,32,"27 km al SUROESTE de COALCOMAN, MICH",27/07/2022,23:51:13,revisado,7,julio
23/02/2022,00:06:31,3,16.2355,-98.1195,12.2,"14 km al SUROESTE de PINOTEPA NACIONAL, OAX",23/02/2022,06:06:31,revisado,2,febrero
20/01/2024,04:01:30,3.3,31.406,-115.266,10.1,"59 km al NOROESTE de SAN FELIPE, BC",20/01/2024,10:01:30,revisado,1,enero
25/04/2011,21:32:18,3.6,14.08,-91.95,20,"70 km al SURESTE de CD HIDALGO, CHIS",26/04/2011,02:32:18,revisado,4,abril
03/10/2017,00:04:56,3.9,15.6977,-95.1988,32.2,"54 km al SUR de SALINA CRUZ, OAX",03/10/2017,05:04:56,revisado,10,octubre
23/02/2018,19:03:52,3.8,16.467,-94.988,15,"5 km al NORESTE de JUCHITAN DE ZARAGOZA, OAX",24/02/2018,01:03:52,revisado,2,febrero
18/01/2020,13:08:01,3.8,16.3353,-95.0518,10,"11 km al SUROESTE de JUCHITAN DE ZARAGOZA, OAX",18/01/2020,19:08:01,revisado,1,enero
07/05/2013,04:35:21,3.6,16.3992,-97.9988,13.4,"9 km al NORESTE de PINOTEPA NACIONAL, OAX",07/05/2013,09:35:21,revisado,5,mayo
12/10/2011,23:50:10,4,16.24,-97.92,4,"18 km al SURESTE de PINOTEPA NACIONAL, OAX",13/10/2011,04:50:10,revisado,10,octubre
14/09/2020,09:08:59,3.6,15.9665,-95.1865,58.9,"24 km al SUR de SALINA CRUZ, OAX",14/09/2020,14:08:59,revisado,9,septiembre
24/12/2015,17:29:57,3.8,14.4993,-92.7152,16,"64 km al SUROESTE de CD HIDALGO, CHIS",24/12/2015,23:29:57,revisado,12,diciembre
06/03/2018,22:54:49,3.7,18.9338,-104.872,5,"47 km al SUROESTE de CIHUATLAN, JAL",07/03/2018,04:54:49,revisado,3,marzo
09/08/2004,05:24:58,4.5,16.34,-98.14,14,"9 km al OESTE de PINOTEPA NACIONAL, OAX",09/08/2004,10:24:58,revisado,8,agosto
30/01/2020,11:45:40,3.5,19.3952,-102.112,27.2,"3 km al SURESTE de NVO S J PARANGARICUTIRO, MICH",30/01/2020,17:45:40,revisado,1,enero
12/03/2020,22:51:05,3.2,16.3052,-98.1462,11,"11 km al SUROESTE de PINOTEPA NACIONAL, OAX",13/03/2020,04:51:05,revisado,3,marzo
30/01/2016,17:12:19,3.8,18.1687,-103.456,6.3,"74 km al SUROESTE de COALCOMAN, MICH",30/01/2016,23:12:19,revisado,1,enero
29/09/2024,10:43:42,1.5,23,-109.76,8,"8 km al SUROESTE de SAN JOSE DEL CABO, BCS ",29/09/2024,16:43:42,verificado,9,septiembre
11/04/2017,13:11:26,3.3,17.1942,-98.7983,55.4,"45 km al SUROESTE de TLAPA, GRO",11/04/2017,18:11:26,revisado,4,abril
13/09/2021,05:15:55,3.8,30.796,-114.2,19.7,"66 km al SURESTE de SAN FELIPE, BC",13/09/2021,10:15:55,revisado,9,septiembre
28/10/2021,02:23:41,3.5,18.0608,-103.4,7.1,"83 km al SUROESTE de COALCOMAN, MICH",28/10/2021,07:23:41,revisado,10,octubre
27/11/2021,05:30:39,3.6,16.27,-98.3913,3.4,"37 km al OESTE de PINOTEPA NACIONAL, OAX",27/11/2021,11:30:39,revisado,11,noviembre
29/10/2018,10:44:15,4.1,16.2432,-98.1535,9.5,"15 km al SUROESTE de PINOTEPA NACIONAL, OAX",29/10/2018,16:44:15,revisado,10,octubre
27/04/2017,07:05:42,3.5,16.8965,-99.7457,29,"16 km al ESTE de ACAPULCO, GRO",27/04/2017,12:05:42,revisado,4,abril
02/03/2020,21:42:11,3.5,32.0308,-115.247,6.3,"32 km al SUROESTE de GPE VICTORIA(KM.43), BC",03/03/2020,03:42:11,revisado,3,marzo
03/09/2021,11:36:54,3.3,31.4937,-115.64,19.8,"91 km al NORESTE de VICENTE GUERRERO, BC",03/09/2021,16:36:54,revisado,9,septiembre
26/01/2023,00:46:49,3.5,16.587,-99.2612,6.3,"27 km al SURESTE de SAN MARCOS, GRO",26/01/2023,06:46:49,revisado,1,enero
14/09/2023,23:44:03,3.7,16.8545,-94.2287,127.2,"57 km al NOROESTE de CINTALAPA, CHIS",15/09/2023,05:44:03,revisado,9,septiembre
05/02/2020,12:13:31,3.7,19.426,-102.112,28.8,"2 km al NORESTE de NVO S J PARANGARICUTIRO, MICH",05/02/2020,18:13:31,revisado,2,febrero
08/02/2018,08:44:25,4.3,17.0225,-99.689,35.9,"28 km al NORESTE de ACAPULCO, GRO",08/02/2018,14:44:25,revisado,2,febrero
06/03/2021,12:05:19,3,16.2518,-98.0818,10,"10 km al SUROESTE de PINOTEPA NACIONAL, OAX",06/03/2021,18:05:19,revisado,3,marzo
09/08/2009,08:55:56,3.7,17.13,-101.12,16,"48 km al SURESTE de PETATLAN, GRO",09/08/2009,13:55:56,revisado,8,agosto
07/09/2023,19:48:32,3.6,16.4813,-95.0237,19.2,"5 km al NORTE de JUCHITAN DE ZARAGOZA, OAX",08/09/2023,01:48:32,revisado,9,septiembre
27/06/2019,05:18:41,3.2,16.459,-98.3997,6.4,"25 km al SUR de OMETEPEC, GRO",27/06/2019,10:18:41,revisado,6,junio
06/05/2021,18:22:14,3.7,17.1487,-95.1778,106.8,"34 km al NOROESTE de MATIAS ROMERO, OAX",06/05/2021,23:22:14,revisado,5,mayo
28/02/2019,00:58:01,3.2,16.2293,-97.9583,42.4,"16 km al SURESTE de PINOTEPA NACIONAL, OAX",28/02/2019,06:58:01,revisado,2,febrero
15/11/2019,02:52:00,3.5,18.3658,-99.9615,57.8,"9 km al OESTE de TELOLOAPAN, GRO",15/11/2019,08:52:00,revisado,11,noviembre
09/08/2016,07:46:47,3.5,15.9768,-97.225,22.1,"21 km al NOROESTE de PUERTO ESCONDIDO, OAX",09/08/2016,12:46:47,revisado,8,agosto
03/12/2018,03:47:37,3.8,15.367,-94.8182,19.7,"99 km al SURESTE de SALINA CRUZ, OAX",03/12/2018,09:47:37,revisado,12,diciembre
26/05/2009,01:52:13,3.5,19.85,-105.9,16,"110 km al SUROESTE de PUERTO VALLARTA, JAL",26/05/2009,06:52:13,revisado,5,mayo
25/12/2021,15:30:59,3.7,17.142,-98.1603,5.5,"53 km al SUROESTE de H TLAXIACO, OAX",25/12/2021,21:30:59,revisado,12,diciembre
04/09/2021,04:38:41,3.4,16.2975,-98.6162,15.9,"48 km al SUROESTE de OMETEPEC, GRO",04/09/2021,09:38:41,revisado,9,septiembre
06/11/2018,17:35:49,3.7,15.7713,-97.9282,16.7,"59 km al SUROESTE de RIO GRANDE, OAX",06/11/2018,23:35:49,revisado,11,noviembre
21/06/2020,23:04:32,3.8,14.7417,-93.5422,30,"104 km al SUROESTE de MAPASTEPEC, CHIS",22/06/2020,04:04:32,revisado,6,junio
29/06/2015,17:25:25,3,20.135,-99.0092,3,"16 km al SUROESTE de ACTOPAN, HGO",29/06/2015,22:25:25,revisado,6,junio
12/10/2017,21:32:09,4.3,14.6962,-94.441,16.1,"170 km al SUROESTE de TONALA, CHIS",13/10/2017,02:32:09,revisado,10,octubre
02/02/2024,05:11:33,3.1,17.7943,-97.5237,64.4,"19 km al SUROESTE de TEPELMEME, OAX",02/02/2024,11:11:33,revisado,2,febrero
07/12/2022,07:31:32,3.6,15.6595,-93.733,83.3,"47 km al SUR de TONALA, CHIS",07/12/2022,13:31:32,revisado,12,diciembre
30/06/2021,21:48:21,3.7,15.593,-97.9383,18.1,"71 km al SUROESTE de RIO GRANDE, OAX",01/07/2021,02:48:21,revisado,6,junio
22/07/2022,12:58:01,3.6,17.532,-94.8398,130.4,"41 km al SURESTE de SAYULA DE ALEMAN, VER",22/07/2022,17:58:01,revisado,7,julio
23/06/2020,04:42:59,3.9,15.676,-93.8105,35.2,"46 km al SUR de TONALA, CHIS",23/06/2020,09:42:59,revisado,6,junio
01/02/2023,22:19:45,3.2,30.8828,-115.377,20.4,"54 km al SUROESTE de SAN FELIPE, BC",02/02/2023,04:19:45,revisado,2,febrero
02/03/2019,02:34:05,3.8,15.0765,-97.448,16.7,"96 km al SUROESTE de PUERTO ESCONDIDO, OAX",02/03/2019,08:34:05,revisado,3,marzo
27/08/2004,12:46:47,3.4,15.86,-96.57,17,"17 km al NOROESTE de S PEDRO POCHUTLA, OAX",27/08/2004,17:46:47,revisado,8,agosto
30/08/2017,22:55:15,4.1,14.3523,-93.583,12.9,"142 km al SUROESTE de MAPASTEPEC, CHIS",31/08/2017,03:55:15,revisado,8,agosto
06/02/2020,11:10:54,3.9,19.4703,-102.233,8.4,"12 km al NOROESTE de NVO S J PARANGARICUTIRO, MICH",06/02/2020,17:10:54,revisado,2,febrero
24/01/2021,08:26:07,4.4,16.1747,-95.0112,55.8,"20 km al ESTE de SALINA CRUZ, OAX",24/01/2021,14:26:07,revisado,1,enero
22/11/2022,15:10:49,3.7,16.7473,-95.0533,4,"14 km al SUR de MATIAS ROMERO, OAX",22/11/2022,21:10:49,revisado,11,noviembre
03/12/2011,07:06:50,3.7,18.77,-102.55,30,"41 km al SUROESTE de APATZINGAN, MICH",03/12/2011,13:06:50,revisado,12,diciembre
11/07/2016,21:51:59,3.4,15.3925,-98.8115,17.1,"133 km al SUROESTE de PINOTEPA NACIONAL, OAX",12/07/2016,02:51:59,revisado,7,julio
02/12/2019,10:00:33,3.6,17.6683,-99.6665,60.7,"15 km al OESTE de ZUMPANGO DEL RIO, GRO",02/12/2019,16:00:33,revisado,12,diciembre
12/05/2023,05:52:29,3.1,18.124,-103.484,10,"80 km al SUROESTE de COALCOMAN, MICH",12/05/2023,11:52:29,revisado,5,mayo
01/04/2022,02:14:27,3.6,16.304,-98.3127,3.3,"28 km al OESTE de PINOTEPA NACIONAL, OAX",01/04/2022,08:14:27,revisado,4,abril
16/04/2018,21:59:09,3.6,15.0783,-94.0015,11.2,"108 km al SUROESTE de PIJIJIAPAN, CHIS",17/04/2018,02:59:09,revisado,4,abril
27/12/2019,15:56:56,4.1,15.5278,-92.3152,165.7,"19 km al NOROESTE de MOTOZINTLA, CHIS",27/12/2019,21:56:56,revisado,12,diciembre
04/10/1999,15:11:42,4,16.01,-97.08,51,"16 km al NORTE de PUERTO ESCONDIDO, OAX",04/10/1999,20:11:42,revisado,10,octubre
20/11/2017,05:54:28,3.3,17.4635,-101.28,39.2,"8 km al SUR de PETATLAN, GRO",20/11/2017,11:54:28,revisado,11,noviembre
17/04/2014,09:38:47,3.5,16.1802,-96.1752,29.9,"46 km al NORTE de CRUCECITA, OAX",17/04/2014,14:38:47,revisado,4,abril
22/11/2018,00:49:33,4,16.362,-93.6317,137.2,"32 km al NORESTE de ARRIAGA , CHIS",22/11/2018,06:49:33,revisado,11,noviembre
24/08/2013,03:20:05,3.8,16.0852,-97.069,29.6,"25 km al NORTE de PUERTO ESCONDIDO, OAX",24/08/2013,08:20:05,revisado,8,agosto
04/02/2022,06:09:44,3.2,16.2578,-97.3102,31.8,"30 km al NORESTE de RIO GRANDE, OAX",04/02/2022,12:09:44,revisado,2,febrero
27/02/2019,03:04:24,3.6,16.398,-97.9315,10.6,"14 km al NORESTE de PINOTEPA NACIONAL, OAX",27/02/2019,09:04:24,revisado,2,febrero
20/12/2022,01:43:44,3.3,30.749,-116.22,16.6,"22 km al OESTE de VICENTE GUERRERO, BC",20/12/2022,07:43:44,revisado,12,diciembre
23/11/2024,19:36:30,3.1,17.147,-100.496,44.1,"10 km al SUROESTE de ATOYAC DE ALVAREZ, GRO ",24/11/2024,01:36:30,verificado,11,noviembre
03/02/2024,02:28:53,4,14.4668,-94.246,10,"175 km al SUROESTE de PIJIJIAPAN, CHIS",03/02/2024,08:28:53,revisado,2,febrero
08/05/1989,16:12:07,4.3,16.19,-99.3,10,"68 km al SUR de SAN MARCOS, GRO",08/05/1989,22:12:07,revisado,5,mayo
26/02/2018,05:43:52,3.6,16.3302,-97.8718,4.3,"19 km al ESTE de PINOTEPA NACIONAL, OAX",26/02/2018,11:43:52,revisado,2,febrero
24/03/2018,21:55:16,4.1,15.329,-94.7147,15.8,"108 km al SURESTE de SALINA CRUZ, OAX",25/03/2018,03:55:16,revisado,3,marzo
02/11/2023,12:50:42,3.8,16.43,-94.2387,106.2,"42 km al NOROESTE de ARRIAGA , CHIS",02/11/2023,18:50:42,revisado,11,noviembre
22/01/2006,03:05:24,3.7,17.19,-102.34,10,"86 km al SUR de CD LAZARO CARDENAS, MICH",22/01/2006,09:05:24,revisado,1,enero
16/12/2022,22:34:01,3.3,31.1048,-115.409,13.6,"55 km al OESTE de SAN FELIPE, BC",17/12/2022,04:34:01,revisado,12,diciembre
01/04/2020,03:15:07,3.7,19.4717,-105.491,16.6,"101 km al OESTE de CIHUATLAN, JAL",01/04/2020,09:15:07,revisado,4,abril
06/12/2020,17:38:26,3,16.3815,-98.047,6.9,"4 km al NORTE de PINOTEPA NACIONAL, OAX",06/12/2020,23:38:26,revisado,12,diciembre
12/03/2024,16:59:06,3.4,19.3573,-104.131,4.2,"38 km al NOROESTE de COQUIMATLAN, COL",12/03/2024,22:59:06,revisado,3,marzo
28/05/2021,06:38:37,3.7,31.517,-114.352,15.8,"71 km al NORESTE de SAN FELIPE, BC",28/05/2021,11:38:37,revisado,5,mayo
07/06/2021,00:33:33,3.6,19.607,-102.158,11.3,"12 km al SUROESTE de PARACHO, MICH",07/06/2021,05:33:33,revisado,6,junio
13/05/2000,06:27:23,4.5,14.63,-93.3,32,"100 km al SUROESTE de MAPASTEPEC, CHIS",13/05/2000,11:27:23,revisado,5,mayo
03/07/2024,05:49:37,4.1,26.68,-110.91,6.1,"86 km al NORESTE de LORETO, BCS ",03/07/2024,11:49:37,verificado,7,julio
10/09/2018,01:26:29,3.4,18.039,-103.33,12.3,"84 km al SUR de COALCOMAN, MICH",10/09/2018,06:26:29,revisado,9,septiembre
22/01/2012,14:50:38,3.7,14.7178,-93.2728,16.1,"90 km al SUROESTE de MAPASTEPEC, CHIS",22/01/2012,20:50:38,revisado,1,enero
04/02/1980,18:30:01,3.8,32.35,-115.77,5,"36 km al SUROESTE de SANTA ISABEL, BC",05/02/1980,00:30:01,revisado,2,febrero
26/08/2020,16:51:45,4,15.6893,-95.0268,15.3,"57 km al SURESTE de SALINA CRUZ, OAX",26/08/2020,21:51:45,revisado,8,agosto
17/10/2008,12:56:09,4.4,14.17,-92.8,16,"90 km al SUROESTE de CD HIDALGO, CHIS",17/10/2008,17:56:09,revisado,10,octubre
14/08/2019,23:58:38,3.9,16.4057,-95.0955,15.7,"9 km al SUROESTE de JUCHITAN DE ZARAGOZA, OAX",15/08/2019,04:58:38,revisado,8,agosto
28/08/2016,13:50:28,3.1,14.5507,-92.6698,59,"58 km al OESTE de CD HIDALGO, CHIS",28/08/2016,18:50:28,revisado,8,agosto
22/04/2015,05:52:00,3.5,16.289,-98.0863,13.2,"7 km al SUROESTE de PINOTEPA NACIONAL, OAX",22/04/2015,10:52:00,revisado,4,abril
28/09/1982,21:48:00,5.1,14.62,-89.1,15,"328 km al ESTE de CD HIDALGO, CHIS",29/09/1982,03:48:00,revisado,9,septiembre
25/09/2022,18:59:54,3.8,16.5707,-94.0362,129,"36 km al SUROESTE de CINTALAPA, CHIS",25/09/2022,23:59:54,revisado,9,septiembre
